endpoint,contrast,sex,city,agxcat,agecat,agex,age,year,pyr,dose,dose_level,pihat,cate,cate_lo,cate_hi,logRR,rr
solid,control_vs_moderate,2,2,7,10,32.578,48.988,1962.015,3.86367,0.18788,moderate,0.42573447825801525,65.14163517213122,-23.117519475958034,203.41916721788007,0.21039390345422557,1.2471415056043091
solid,control_vs_moderate,2,1,7,17,34.721,80.063,1990.939,0.19497,0.06647,control,0.43813408022761113,242.71317859294993,-144.74800115315816,855.4249769472922,0.14655675580174315,1.1675894267907367
solid,control_vs_moderate,1,1,9,13,41.581,63.49,1967.506,155.62764,0.04971,control,0.42374849636942896,-75.84705251207849,-428.11529655931173,315.51772977874873,-0.07391588386952304,0.9404291364330679
solid,control_vs_moderate,2,2,7,15,32.809,71.539,1984.335,36.57757,0.36295,moderate,0.419363462073681,66.40002331640532,-137.11140421311848,307.50638402314746,0.07341664777228038,1.0859185252063226
solid,control_vs_moderate,1,1,4,15,18.561,70.973,1998.008,74.81592,0.02851,control,0.4520663903027884,833.2911804635286,79.5278545906783,2052.549181036716,0.30416095696172074,1.3712066976302686
solid,control_vs_moderate,1,2,8,11,38.278,52.303,1959.63,58.34113,0.02816,control,0.4076561821155796,-15.583264453641737,-82.68851938172699,51.75126098363964,-0.0817985192170862,0.9317961423697743
solid,control_vs_moderate,1,1,1,10,4.182,45.823,1987.238,52.18839,0.11292,moderate,0.4781270422060433,34.80994154465088,-20.375807259499123,108.62525611992699,0.14152336263814352,1.1603969581432625
solid,control_vs_moderate,2,2,5,8,23.114,37.095,1959.587,17.15798,0.19339,moderate,0.4414070347976774,58.4452134880837,-4.234259666467601,158.35280911829844,0.2872349741981665,1.3495007502564658
solid,control_vs_moderate,1,1,10,17,49.622,80.012,1975.99,0.02347,0.11413,moderate,0.4088531848929222,474.5903244447805,-80.4411713664143,1555.0657433294998,0.18007674883901278,1.2054695486075837
solid,control_vs_moderate,2,1,10,17,46.659,83.436,1982.375,38.95736,0.27578,moderate,0.4215489546387826,251.15989653791283,-160.7115262571655,797.3886411800971,0.1543232649143251,1.1774329578614307
solid,control_vs_moderate,1,1,12,16,59.859,75.131,1960.874,0.3142,0.06772,control,0.39695457551306923,141.08851355468434,-231.2167278176276,635.1286939264565,0.0889437341888153,1.1009367811463395
